Estación	Cod. Pluvio	Fecha	[mm]
Pueblo Biassini	1232	6/1/2017	0.0
Pueblo Biassini	1232	6/2/2017	0.0
Pueblo Biassini	1232	6/3/2017	0.0
Pueblo Biassini	1232	6/4/2017	0.0
Pueblo Biassini	1232	6/5/2017	0.0
Pueblo Biassini	1232	6/6/2017	0.0
Pueblo Biassini	1232	6/7/2017	15.0
Pueblo Biassini	1232	6/8/2017	
Pueblo Biassini	1232	6/9/2017	0.0
Pueblo Biassini	1232	6/10/2017	0.0
Pueblo Biassini	1232	6/11/2017	0.0
Pueblo Biassini	1232	6/12/2017	0.0
Pueblo Biassini	1232	6/13/2017	0.0
Pueblo Biassini	1232	6/14/2017	0.0
Pueblo Biassini	1232	6/15/2017	0.0
Pueblo Biassini	1232	6/16/2017	0.0
Pueblo Biassini	1232	6/17/2017	
Pueblo Biassini	1232	6/18/2017	0.0
Pueblo Biassini	1232	6/19/2017	0.0
Pueblo Biassini	1232	6/20/2017	0.0
Pueblo Biassini	1232	6/21/2017	0.0
Pueblo Biassini	1232	6/22/2017	0.0
Pueblo Biassini	1232	6/23/2017	0.0
Pueblo Biassini	1232	6/24/2017	0.0
Pueblo Biassini	1232	6/25/2017	0.0
Pueblo Biassini	1232	6/26/2017	0.0
Pueblo Biassini	1232	6/27/2017	3.0
Pueblo Biassini	1232	6/28/2017	5.0
Pueblo Biassini	1232	6/29/2017	30.0
Pueblo Biassini	1232	6/30/2017	0.0
Pueblo Biassini	1232	7/1/2017	0.0
Pueblo Biassini	1232	7/2/2017	0.0
Pueblo Biassini	1232	7/3/2017	0.0
Pueblo Biassini	1232	7/4/2017	0.0
Pueblo Biassini	1232	7/5/2017	0.0
Pueblo Biassini	1232	7/6/2017	0.0
Pueblo Biassini	1232	7/7/2017	5.0
Pueblo Biassini	1232	7/8/2017	0.0
Pueblo Biassini	1232	7/9/2017	0.0
Pueblo Biassini	1232	7/10/2017	61.0
Pueblo Biassini	1232	7/11/2017	2.0
Pueblo Biassini	1232	7/12/2017	0.0
Pueblo Biassini	1232	7/13/2017	0.0
Pueblo Biassini	1232	7/14/2017	0.0
Pueblo Biassini	1232	7/15/2017	10.0
Pueblo Biassini	1232	7/16/2017	0.0
Pueblo Biassini	1232	7/17/2017	0.0
Pueblo Biassini	1232	7/18/2017	0.0
Pueblo Biassini	1232	7/19/2017	0.0
Pueblo Biassini	1232	7/20/2017	0.0
Pueblo Biassini	1232	7/21/2017	0.0
Pueblo Biassini	1232	7/22/2017	0.0
Pueblo Biassini	1232	7/23/2017	0.0
Pueblo Biassini	1232	7/24/2017	0.0
Pueblo Biassini	1232	7/25/2017	0.0
Pueblo Biassini	1232	7/26/2017	0.0
Pueblo Biassini	1232	7/27/2017	0.0
Pueblo Biassini	1232	7/28/2017	0.0
Pueblo Biassini	1232	7/29/2017	0.0
Pueblo Biassini	1232	7/30/2017	0.0
Pueblo Biassini	1232	7/31/2017	0.0
