Estación	Cod. Pluvio	Fecha	[mm]
Laureles_sa	1321	25/5/2016	0.0
Laureles_sa	1321	26/5/2016	0.0
Laureles_sa	1321	27/5/2016	0.0
Laureles_sa	1321	28/5/2016	5.0
Laureles_sa	1321	29/5/2016	
Laureles_sa	1321	30/5/2016	16.0
Laureles_sa	1321	31/5/2016	0.0
Laureles_sa	1321	1/6/2016	0.0
Laureles_sa	1321	2/6/2016	0.0
Laureles_sa	1321	3/6/2016	0.0
Laureles_sa	1321	4/6/2016	0.0
Laureles_sa	1321	5/6/2016	0.0
Laureles_sa	1321	6/6/2016	0.0
Laureles_sa	1321	7/6/2016	0.0
Laureles_sa	1321	8/6/2016	0.0
Laureles_sa	1321	9/6/2016	0.0
Laureles_sa	1321	10/6/2016	0.0
Laureles_sa	1321	11/6/2016	0.0
Laureles_sa	1321	12/6/2016	0.0
Laureles_sa	1321	13/6/2016	0.0
Laureles_sa	1321	14/6/2016	0.0
Laureles_sa	1321	15/6/2016	0.0
Laureles_sa	1321	16/6/2016	0.0
Laureles_sa	1321	17/6/2016	0.0
Laureles_sa	1321	18/6/2016	0.0
Laureles_sa	1321	19/6/2016	0.0
Laureles_sa	1321	20/6/2016	0.0
Laureles_sa	1321	21/6/2016	0.0
Laureles_sa	1321	22/6/2016	0.0
Laureles_sa	1321	23/6/2016	0.0
Laureles_sa	1321	24/6/2016	0.0
Laureles_sa	1321	25/6/2016	28.0
Laureles_sa	1321	26/6/2016	57.0
Laureles_sa	1321	27/6/2016	15.0
Laureles_sa	1321	28/6/2016	0.0
Laureles_sa	1321	29/6/2016	0.0
Laureles_sa	1321	30/6/2016	0.0
Laureles_sa	1321	1/7/2016	0.0
Laureles_sa	1321	2/7/2016	0.0
Laureles_sa	1321	3/7/2016	0.0
Laureles_sa	1321	4/7/2016	42.0
Laureles_sa	1321	5/7/2016	25.0
Laureles_sa	1321	6/7/2016	0.0
Laureles_sa	1321	7/7/2016	0.0
Laureles_sa	1321	8/7/2016	4.0
Laureles_sa	1321	9/7/2016	0.0
Laureles_sa	1321	10/7/2016	0.0
Laureles_sa	1321	11/7/2016	35.0
Laureles_sa	1321	12/7/2016	0.0
Laureles_sa	1321	13/7/2016	0.0
Laureles_sa	1321	14/7/2016	0.0
Laureles_sa	1321	15/7/2016	0.0
Laureles_sa	1321	16/7/2016	0.0
Laureles_sa	1321	17/7/2016	0.0
Laureles_sa	1321	18/7/2016	0.0
Laureles_sa	1321	19/7/2016	0.0
Laureles_sa	1321	20/7/2016	0.0
Laureles_sa	1321	21/7/2016	0.0
Laureles_sa	1321	22/7/2016	0.0
Laureles_sa	1321	23/7/2016	0.0
Laureles_sa	1321	24/7/2016	0.0
Laureles_sa	1321	25/7/2016	16.0
Laureles_sa	1321	26/7/2016	0.0
Laureles_sa	1321	27/7/2016	0.0
Laureles_sa	1321	28/7/2016	0.0
Laureles_sa	1321	29/7/2016	0.0
Laureles_sa	1321	30/7/2016	0.0
Laureles_sa	1321	31/7/2016	0.0
Laureles_sa	1321	1/8/2016	0.0
Laureles_sa	1321	2/8/2016	0.0
Laureles_sa	1321	3/8/2016	0.0
Laureles_sa	1321	4/8/2016	0.0
Laureles_sa	1321	5/8/2016	0.0
Laureles_sa	1321	6/8/2016	0.0
Laureles_sa	1321	7/8/2016	0.0
Laureles_sa	1321	8/8/2016	0.0
Laureles_sa	1321	9/8/2016	0.0
Laureles_sa	1321	10/8/2016	0.0
Laureles_sa	1321	11/8/2016	0.0
Laureles_sa	1321	12/8/2016	0.0
Laureles_sa	1321	13/8/2016	0.0
Laureles_sa	1321	14/8/2016	0.0
Laureles_sa	1321	15/8/2016	0.0
Laureles_sa	1321	16/8/2016	12.0
Laureles_sa	1321	17/8/2016	0.0
Laureles_sa	1321	18/8/2016	0.0
Laureles_sa	1321	19/8/2016	0.0
Laureles_sa	1321	20/8/2016	0.0
Laureles_sa	1321	21/8/2016	0.0
Laureles_sa	1321	22/8/2016	0.0
Laureles_sa	1321	23/8/2016	0.0
Laureles_sa	1321	24/8/2016	0.0
Laureles_sa	1321	25/8/2016	0.0
Laureles_sa	1321	26/8/2016	0.0
Laureles_sa	1321	27/8/2016	46.0
Laureles_sa	1321	28/8/2016	0.0
Laureles_sa	1321	29/8/2016	11.0
Laureles_sa	1321	30/8/2016	0.0
Laureles_sa	1321	31/8/2016	0.0
Laureles_sa	1321	1/9/2016	15.0
Laureles_sa	1321	2/9/2016	16.0
Laureles_sa	1321	3/9/2016	3.0
Laureles_sa	1321	4/9/2016	15.0
Laureles_sa	1321	5/9/2016	6.0
Laureles_sa	1321	6/9/2016	0.0
Laureles_sa	1321	7/9/2016	0.0
Laureles_sa	1321	8/9/2016	0.0
Laureles_sa	1321	9/9/2016	0.0
Laureles_sa	1321	10/9/2016	0.0
Laureles_sa	1321	11/9/2016	0.0
