FECHA,Temp prom,TEMP.min,TEMP.MAX,Humedad  Max,Humedad min,mm,Int. Max mm/hr,ET (mm),Presion,Rad Solar,Prom,Max
6/17/2009,11.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
6/18/2009,12.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
6/19/2009,16.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
6/20/2009,21.5,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
6/21/2009,16.5,13.0,20.0,0.0,0.0,27.5,0.0,0.0,0,0,0.0,0.0
6/22/2009,13.5,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
6/23/2009,13.5,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
6/24/2009,7.5,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
6/25/2009,7.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
6/26/2009,8.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
6/27/2009,9.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
6/28/2009,13.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
6/29/2009,10.0,4.0,16.0,0.0,0.0,31.4,0.0,0.0,0,0,0.0,0.0
6/30/2009,12.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/1/2009,11.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/2/2009,11.5,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/3/2009,11.4,1.8,20.9,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/4/2009,12.9,4.0,21.8,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/5/2009,17.0,11.8,22.2,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0
7/6/2009,18.7,14.4,23.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/7/2009,17.7,12.8,22.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/8/2009,9.6,5.2,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/9/2009,6.0,-2.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/10/2009,6.2,-1.4,13.8,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/11/2009,8.3,3.5,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/12/2009,8.5,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/13/2009,13.2,7.4,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/14/2009,7.7,2.0,13.4,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/15/2009,9.2,6.3,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/16/2009,9.1,5.2,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/17/2009,9.5,2.4,16.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/18/2009,10.2,1.9,18.4,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/19/2009,12.9,8.2,17.5,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/20/2009,14.5,8.9,20.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/21/2009,15.3,12.8,17.8,0.0,0.0,25.0,0.0,0.0,0,0,0.0,0.0
7/22/2009,9.1,4.8,13.3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/23/2009,5.5,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/24/2009,4.2,-1.9,10.2,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/25/2009,8.5,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/26/2009,10.4,4.3,16.4,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/27/2009,9.5,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/28/2009,9.4,0.8,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/29/2009,7.1,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/30/2009,7.1,-1.0,15.1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
7/31/2009,8.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
8/1/2009,9.0,3.0,15.0,,,,,,,,,
8/2/2009,10.0,5.0,16.0,,,,,,,,,
8/3/2009,12.9,8.0,17.7,96.0,65.0,0.0,0.0,1.8,1019,11982,4.9,22.5
8/4/2009,13.4,5.8,22.2,95.0,50.0,0.4,0.0,2.2,1012,15251,0.0,1.6
8/5/2009,17.4,14.3,23.6,91.0,73.0,3.4,42.2,1.6,1006,8180,0.0,0.0
8/6/2009,12.4,6.4,18.0,91.0,41.0,0.0,0.0,2.4,1017,16743,0.0,0.0
8/7/2009,10.6,5.1,15.6,85.0,58.0,0.2,0.0,1.0,1016,6484,0.0,0.0
8/8/2009,11.3,8.4,15.2,90.0,49.0,0.2,0.0,1.6,1021,11833,0.0,0.0
8/9/2009,9.7,7.3,12.6,88.0,74.0,0.0,0.0,0.9,1021,5652,0.0,0.0
8/10/2009,9.9,2.2,17.9,91.0,33.0,0.0,0.0,2.5,1022,17848,0.0,0.0
8/11/2009,10.7,3.0,20.3,89.0,47.0,0.0,0.0,2.6,1020,17588,0.0,0.0
8/12/2009,13.7,4.5,23.5,92.0,51.0,0.0,0.0,3.7,1015,17751,7.3,53.1
8/13/2009,17.3,8.8,26.3,93.0,46.0,0.0,0.0,2.5,1013,14754,1.7,22.5
8/14/2009,21.8,13.2,30.9,80.0,40.0,0.0,0.0,5.5,1007,15537,18.8,56.3
8/15/2009,24.4,20.6,30.3,70.0,42.0,0.0,0.0,6.5,1000,14179,26.8,59.5
8/16/2009,17.6,7.8,27.7,88.0,48.0,3.0,30.8,10.2,1003,11094,23.2,72.4
8/17/2009,10.2,5.0,16.8,88.0,32.0,0.0,0.0,2.6,1015,18221,1.8,27.4
8/18/2009,10.7,3.4,17.4,83.0,45.0,0.0,0.0,2.4,1012,11723,7.5,48.3
8/19/2009,10.8,8.3,11.7,96.0,78.0,31.2,53.8,0.8,1009,2401,14.7,49.9
8/20/2009,9.7,5.9,12.9,91.0,69.0,0.0,0.0,2.3,1018,10471,21.3,54.7
8/21/2009,9.1,4.2,14.9,96.0,63.0,0.2,0.0,2.3,1021,16036,5.7,22.5
8/22/2009,11.3,4.1,19.3,92.0,53.0,0.0,0.0,3.3,1015,17686,8.2,33.8
8/23/2009,14.2,8.1,22.1,93.0,47.0,0.0,0.0,3.2,1014,18446,3.9,22.5
8/24/2009,15.7,8.2,24.2,92.0,52.0,0.2,0.0,3.6,1017,19261,6.6,25.7
8/25/2009,16.8,9.2,25.1,93.0,51.0,0.0,0.0,3.3,1018,18318,3.7,24.1
8/26/2009,18.7,11.8,27.0,94.0,49.0,0.0,0.0,3.4,1015,18554,2.6,35.4
8/27/2009,20.2,12.2,28.7,91.0,48.0,0.0,0.0,3.3,1015,19162,0.0,0.0
8/28/2009,19.9,11.9,28.6,89.0,42.0,0.0,0.0,3.5,1013,20138,0.0,0.0
8/29/2009,21.2,13.7,30.8,87.0,36.0,0.0,0.0,5.3,1009,20266,7.5,49.9
8/30/2009,23.8,16.6,32.6,79.0,33.0,0.0,0.0,4.5,1007,20239,3.4,51.5
8/31/2009,21.6,15.8,31.1,90.0,39.0,6.8,28.0,3.1,1007,13531,3.9,41.8
9/1/2009,18.5,17.7,19.6,98.0,86.0,38.0,117.6,0.6,1008,2808,6.3,48.3
9/2/2009,17.7,16.9,18.6,97.0,93.0,22.2,23.8,0.5,1009,1993,9.1,37.0
9/3/2009,17.2,14.9,19.3,96.0,84.0,0.0,0.0,1.6,1011,8232,14.6,30.6
9/4/2009,15.0,11.7,18.3,96.0,74.0,0.0,0.0,2.3,1015,12251,11.5,32.2
9/5/2009,13.7,8.0,20.3,97.0,61.0,0.2,0.0,3.0,1015,20417,3.4,17.7
9/6/2009,15.4,8.9,21.8,93.0,61.0,0.2,0.0,3.2,1008,17917,5.9,25.7
9/7/2009,15.3,12.2,21.1,98.0,81.0,23.6,129.4,1.4,1000,6242,13.7,72.4
9/8/2009,9.5,5.2,12.7,91.0,74.0,0.0,0.0,2.0,1013,9626,16.1,40.2
9/9/2009,7.9,4.1,12.3,90.0,58.0,0.0,0.0,2.8,1022,19688,7.0,38.6
9/10/2009,9.0,2.9,15.2,87.0,57.0,0.0,0.0,3.7,1029,23500,9.7,30.6
9/11/2009,12.3,6.7,17.6,90.0,68.0,0.0,0.0,2.6,1027,12898,13.8,32.2
9/12/2009,14.6,11.6,18.7,94.0,68.0,0.8,4.6,3.2,1020,15104,14.7,35.4
9/13/2009,13.8,8.4,20.1,94.0,69.0,0.0,0.0,2.8,1018,17101,6.8,24.1
9/14/2009,15.7,9.6,22.7,96.0,64.0,0.2,0.0,3.0,1016,20617,0.4,19.3
9/15/2009,17.9,11.9,24.0,93.0,64.0,0.0,0.0,3.4,1013,22731,0.0,0.0
9/16/2009,19.0,16.4,24.1,91.0,69.0,10.0,63.0,2.5,1015,15797,0.0,0.0
9/17/2009,15.2,13.4,16.9,98.0,84.0,67.8,73.4,0.5,1011,2497,7.4,48.3
9/18/2009,14.6,11.1,17.6,99.0,79.0,1.4,8.0,2.4,1006,12726,18.5,45.1
9/19/2009,12.3,8.7,16.8,94.0,60.0,0.2,0.0,3.3,1015,21656,9.1,30.6
9/20/2009,13.9,7.8,19.8,88.0,41.0,0.0,0.0,4.1,1016,25541,3.9,19.3
9/21/2009,14.2,6.6,21.3,88.0,53.0,0.0,0.0,4.5,1012,25535,6.2,25.7
9/22/2009,15.1,8.5,22.1,92.0,60.0,1.2,1.0,4.0,1009,21946,11.6,38.6
9/23/2009,12.0,8.5,15.4,97.0,65.0,10.2,6.4,2.3,1018,11470,16.2,41.8
9/24/2009,10.8,4.9,16.8,90.0,54.0,0.0,0.0,3.7,1021,23584,6.3,25.7
9/25/2009,13.1,5.6,20.2,90.0,53.0,0.0,0.0,4.7,1014,25984,10.4,37.0
9/26/2009,17.4,9.6,24.4,92.0,51.0,0.0,0.0,4.2,1007,24904,3.7,29.0
9/27/2009,16.0,10.6,21.6,89.0,78.0,0.2,0.0,2.7,1006,12050,20.7,54.7
9/28/2009,9.7,5.6,13.8,91.0,46.0,3.0,4.0,4.5,1021,26478,20.9,46.7
9/29/2009,8.7,2.4,13.9,83.0,46.0,0.0,0.0,4.1,1028,24252,9.2,32.2
9/30/2009,11.3,4.7,16.4,91.0,57.0,0.2,0.0,3.6,1024,19335,13.6,35.4
10/1/2009,12.7,9.5,16.4,91.0,67.0,0.0,0.0,2.3,1017,12241,9.2,25.7
10/2/2009,12.2,3.8,19.8,96.0,52.0,0.2,0.0,3.5,1017,24904,2.0,20.9
10/3/2009,15.3,7.4,22.8,91.0,52.0,0.0,0.0,4.0,1015,27232,0.5,8.0
10/4/2009,19.3,9.5,27.6,93.0,54.0,0.2,0.0,4.6,1007,25006,5.0,35.4
10/5/2009,23.2,16.5,28.4,93.0,64.0,3.6,83.4,1.7,999,5583,8.1,40.2
10/6/2009,17.5,13.2,22.2,96.0,66.0,0.2,0.0,3.1,1013,15718,13.2,35.4
10/7/2009,13.3,8.4,18.6,85.0,45.0,0.0,0.0,5.2,1023,26744,14.7,33.8
10/8/2009,13.1,7.1,20.0,91.0,43.0,0.0,0.0,4.9,1021,27318,10.9,37.0
10/9/2009,15.3,7.8,23.7,90.0,39.0,0.0,0.0,5.8,1016,28428,13.1,35.4
10/10/2009,20.9,12.6,28.9,83.0,55.0,0.0,0.0,6.2,1005,23577,20.7,51.5
10/11/2009,17.6,11.3,22.3,97.0,74.0,53.8,50.6,2.3,1001,9587,16.3,70.8
10/12/2009,15.9,8.0,21.1,91.0,53.0,0.0,0.0,2.6,1009,15986,5.3,35.4
10/13/2009,17.6,8.8,25.3,90.0,42.0,0.0,0.0,5.9,1008,28908,8.4,38.6
10/14/2009,15.5,11.9,20.1,88.0,62.0,0.0,0.0,3.6,1008,16273,15.5,48.3
10/15/2009,13.4,8.9,18.8,90.0,32.0,0.0,0.0,5.6,1016,28427,16.8,33.8
10/16/2009,12.8,7.2,19.2,84.0,36.0,0.0,0.0,5.5,1017,28331,11.2,38.6
10/17/2009,14.3,6.5,22.1,90.0,48.0,0.0,0.0,4.9,1014,29628,4.0,25.7
10/18/2009,16.6,9.7,23.6,92.0,44.0,0.0,0.0,4.5,1012,29958,0.5,9.7
10/19/2009,18.8,11.2,25.4,91.0,46.0,0.0,0.0,4.6,1009,29766,0.0,1.6
10/20/2009,19.8,12.9,25.6,82.0,41.0,0.0,0.0,5.6,1010,28322,6.6,32.2
10/21/2009,18.9,15.7,24.2,87.0,60.0,2.6,8.2,2.9,1009,13965,7.0,40.2
10/22/2009,19.4,12.4,26.4,94.0,49.0,0.2,0.0,4.4,1008,27685,2.5,16.1
10/23/2009,23.2,13.4,32.1,91.0,32.0,0.0,0.0,7.8,1001,29459,14.5,51.5
10/24/2009,15.8,11.2,22.4,98.0,56.0,24.0,107.6,4.3,1009,23279,16.9,90.1
10/25/2009,16.2,8.8,23.3,91.0,50.0,0.0,0.0,4.8,1011,26636,7.9,37.0
10/26/2009,16.4,10.2,22.3,81.0,35.0,0.0,0.0,6.2,1014,29478,12.1,41.8
10/27/2009,16.0,7.8,24.8,90.0,33.0,0.0,0.0,6.2,1013,30860,10.3,32.2
10/28/2009,21.2,11.2,31.4,89.0,54.0,0.0,0.0,5.1,1010,29005,4.5,19.3
10/29/2009,26.8,19.6,34.1,93.0,46.0,0.0,0.0,5.9,1008,30159,4.9,30.6
10/30/2009,25.4,21.6,33.4,90.0,54.0,0.0,0.0,6.4,1004,13059,7.8,45.1
10/31/2009,26.0,21.0,33.0,86.0,45.0,0.0,0.0,7.0,1003,29500,0.0,0.0
11/1/2009,27.7,22.2,34.7,85.0,36.0,0.0,0.0,7.6,1004,28522,16.6,45.1
11/2/2009,29.2,21.2,37.3,81.0,36.0,0.0,0.0,7.7,1000,26220,17.9,53.1
11/3/2009,20.6,16.7,27.8,100.0,75.0,56.0,209.4,3.0,1005,14933,17.6,82.1
11/4/2009,17.7,12.4,23.9,100.0,62.0,47.6,116.4,3.3,1007,14846,13.6,38.6
11/5/2009,19.8,16,22.7,,,28.8,,1.8,,,,
11/6/2009,22.5,20.7,25.2,,,17.3,,2.2,,,,
11/7/2009,19,12.6,22.2,,,9.1,,3.5,,,,
11/8/2009,15.8,11,21,,,0.0,,3.2,,,,
11/9/2009,20.1,10.7,27.6,,,0.0,,5.3,,,,
11/10/2009,20.4,14.8,25.2,,,0.0,,5.4,,,,
11/11/2009,20.4,12.6,26.6,,,0.0,,5.2,,,,
11/12/2009,23.6,14,30,,,0.0,,5.2,,,,
11/13/2009,25,22.4,29,,,0.0,,3.1,,,,
11/14/2009,22.7,20.2,27.2,,,31.0,,2.7,,,,
11/15/2009,21.4,18.7,22.7,,,1.4,,2.6,,,,
11/16/2009,23.4,19.3,27.4,,,1.8,,,,,,
11/17/2009,26.4,20.2,32.6,,,61.0,,,,,,
11/18/2009,23.8,19.6,28,,,17.0,,,,,,
11/19/2009,24.1,19.7,28.4,,,15.0,,,,,,
11/20/2009,22.1,18.2,26,,,0.0,,,,,,
11/21/2009,19.7,17.4,22,,,49.2,,,,,,
11/22/2009,25.5,21,30,,,69.4,,,,,,
11/23/2009,22.9,21.8,24,,,31.8,,,,,,
11/24/2009,24,21,27,,,0.0,,,,,,
11/25/2009,27.8,21.8,33.8,,,39.8,,,,,,
11/26/2009,26.8,23.7,29.8,,,0.0,,,,,,
11/27/2009,25.7,20.4,31,,,,,,,,,
11/28/2009,25.3,21.3,29.2,,,,,,,,,
11/29/2009,27.1,21.4,32.8,,,58,,,,,,
11/30/2009,23.3,19.7,26.8,,,,,,,,,
12/1/2009,22.6,15.5,29.7,,,27,,,,,,
12/2/2009,22.4,17.4,27.4,,,,,,,,,
12/3/2009,21.5,17,26,,,,,,,,,
12/4/2009,17.3,12.6,22,,,,,,,,,
12/5/2009,20.7,14,27.4,,,,,,,,,
12/6/2009,19.1,14.3,23.8,,,,,,,,,
12/7/2009,19.3,15.2,23.3,,,,,,,,,
12/8/2009,20.7,14,27.4,,,,,,,,,
12/9/2009,22.5,16,29,,,,,,,,,
12/10/2009,25.1,19.6,30.6,,,,,,,,,
12/11/2009,21.2,18.5,23.7,,,24,,,,,,
12/12/2009,21.4,18.2,26.7,,,,,,,,,
12/13/2009,20.4,14,25.3,,,,,,,,,
12/14/2009,22,14.6,27.6,,,,,,,,,
12/15/2009,24.3,16.4,30.5,,,,,,,,,
12/16/2009,22.4,19,27,,,,,,,,,
12/17/2009,24.8,18.4,30.4,,,,,,,,,
12/18/2009,26.1,19.9,33,,,,,,,,,
12/19/2009,27.2,18.4,34.6,,,,,,,,,
12/20/2009,21.9,16.6,25.4,,,35,,,,,,
12/21/2009,25.3,20.4,30.2,,,,,,,,,
12/22/2009,27.9,22,32.7,,,,,,,,,
12/23/2009,25.1,22.6,27.2,,,35,,,,,,
12/24/2009,24.1,22.6,25.8,,,10,,,,,,
12/25/2009,26.2,21,31.4,,,,,,,,,
12/26/2009,25.2,22.8,28.8,,,18.4,,,,,,
12/27/2009,25.8,19.4,31.4,,,,,,,,,
12/28/2009,25.5,21.6,31.2,,,,,,,,,
12/29/2009,26.3,23,30.4,,,,,,,,,
12/30/2009,24.6,20.3,29.4,,,,,,,,,
12/31/2009,23.7,16.3,28.6,,,,,,,,,
1/1/2010,24.1,17.2,31,,,,,,,,,
1/2/2010,26.8,20.8,32.8,,,,,,,,,
1/3/2010,27.9,20.8,34.3,,,,,,,,,
1/4/2010,28.9,25,33.4,,,,,,,,,
1/5/2010,28.1,25.4,31.2,,,24,,,,,,
1/6/2010,23.7,19.7,27.5,,,,,,,,,
1/7/2010,21.4,16.2,26.2,,,,,,,,,
1/8/2010,23.5,15.8,29.2,,,,,,,,,
1/9/2010,25.9,23.6,30.2,,,12,,,,,,
1/10/2010,25.9,21.8,31.4,,,3,,,,,,
1/11/2010,27.4,21,32.3,,,,,,,,,
1/12/2010,22.1,17.4,27.9,,,53,,,,,,
1/13/2010,21.8,13.8,28.5,,,,,,,,,
1/14/2010,24.1,17.7,30.3,,,,,,,,,
1/15/2010,24.5,19.6,28.8,,,,,,,,,
1/16/2010,25.2,20.8,30.2,,,,,,,,,
1/17/2010,26.9,20.9,32.8,,,,,,,,,
1/18/2010,24.1,20.6,29.4,,,32,,,,,,
1/19/2010,23.7,19.8,28,,,,,,,,,
1/20/2010,25.7,21.3,30.4,,,,,,,,,
1/21/2010,26,19.8,31,,,,,,,,,
1/22/2010,25.7,20,31.2,,,,,,,,,
1/23/2010,24.9,19,30.4,,,,,,,,,
1/24/2010,26.5,19.6,32.1,,,,,,,,,
1/25/2010,27.6,22.6,33.4,,,,,,,,,
1/26/2010,27.4,22.4,33.4,,,,,,,,,
1/27/2010,26.9,19.9,33.2,,,,,,,,,
1/28/2010,27.3,20.6,32.4,,,,,,,,,
1/29/2010,28.2,21.9,33,,,,,,,,,
1/30/2010,29.2,22,35,,,5.3,,,,,,
1/31/2010,25,22.2,29,,,9,,,,,,
2/1/2010,25.1,22,29.6,,,5,,,,,,
2/2/2010,28,22.4,35,,,,,,,,,
2/3/2010,32.3,29,36.2,,,32,,,,,,
2/4/2010,23.2,19.6,27.2,,,18.3,,,,,,
2/5/2010,20.6,12.8,27.6,,,142,,,,,,
2/6/2010,23,21.2,25.2,,,33.8,,,,,,
2/7/2010,28.5,21.9,36.8,,,,,,,,,
2/8/2010,25.7,22.8,30.4,,,,,,,,,
2/9/2010,25.9,18.5,31.2,,,,,,,,,
2/10/2010,26.8,19.6,34,,,,,,,,,
2/11/2010,27.5,20,35,,,,,,,,,
2/12/2010,29,23.1,33.2,,,,,,,,,
2/13/2010,29.4,24.3,36.8,,,17,,,,,,
2/14/2010,25.4,21.4,30.4,,,45,,,,,,
2/15/2010,24.4,21.8,28.4,,,32,,,,,,
2/16/2010,22.7,20.7,26.4,,,,,,,,,
2/17/2010,23,17.8,27.5,,,,,,,,,
2/18/2010,26.4,19.8,31.8,,,,,,,,,
2/19/2010,29.3,23.6,33.4,,,,,,,,,
2/20/2010,24.5,21.3,28.9,,,130,,,,,,
2/21/2010,25.7,22.4,30,,,29,,,,,,
2/22/2010,27.3,24,31.6,,,9,,,,,,
2/23/2010,24.6,19.8,27.4,,,,,,,,,
2/24/2010,20.3,13.9,25.8,,,,,,,,,
2/25/2010,18.4,12.2,23.2,,,,,,,,,
2/26/2010,20.7,13.8,25.4,,,,,,,,,
2/27/2010,22.2,17.4,28.2,,,,,,,,,
2/28/2010,20.6,15.6,26.8,,,,,,,,,
3/1/2010,24.3,18.8,30.1,,,,,,,,,
3/2/2010,25.3,20,31.8,,,,,,,,,
3/3/2010,24.9,21.8,28,,,,,,,,,
3/4/2010,26.9,22.4,32.7,,,,,,,,,
3/5/2010,26.5,21.1,33.2,,,,,,,,,
3/6/2010,26,21.6,31.3,,,,,,,,,
3/7/2010,24.2,18.2,30.4,,,,,,,,,
3/8/2010,24.6,18.4,30.6,,,,,,,,,
3/9/2010,26.5,22,31.2,,,,,,,,,
3/10/2010,26.4,20.8,31.6,,,,,,,,,
3/11/2010,24.6,17.8,30.8,,,,,,,,,
3/12/2010,21.6,14.9,26.2,,,,,,,,,
3/13/2010,21.6,16.8,26,,,,,,,,,
3/14/2010,24.4,17.6,31,,,,,,,,,
3/15/2010,20.1,13,27.5,,,,,,,,,
3/16/2010,21.1,11,30.5,,,,,,,,,
3/17/2010,25.7,15.4,33.2,,,,,,,,,
3/18/2010,23.1,20.2,27.6,,,86,,,,,,
3/19/2010,23.3,19.7,27,,,,,,,,,
3/20/2010,23.4,19.4,27.4,,,,,,,,,
3/21/2010,23.3,19.5,29.6,,,12.6,,,,,,
3/22/2010,20.1,15.4,25.6,,,,,,,,,
3/23/2010,22.2,14.9,31.1,,,,,,,,,
3/24/2010,21.8,13,29.4,,,,,,,,,
3/25/2010,21.3,13.9,27.6,,,,,,,,,
3/26/2010,22.3,17.7,27,,,,,,,,,
3/27/2010,25.3,21.6,29.2,,,,,,,,,
3/28/2010,23.3,20,28.4,,,,,,,,,
3/29/2010,24,19.3,29.2,,,,,,,,,
3/30/2010,23.8,17.8,29.6,,,,,,,,,
3/31/2010,22.9,15.5,29.2,,,,,,,,,
4/1/2010,23.5,17.4,31,,,,,,,,,
4/2/2010,23.2,17.7,30.2,,,,,,,,,
4/3/2010,19,16.2,21.4,,,,,,,,,
4/4/2010,15.4,9.7,21.1,,,,,,,,,
4/5/2010,15.45,8.8,22.1,,,,,,,,,
4/6/2010,17.15,10.8,23.5,,,,,,,,,
4/7/2010,18.4,11.8,25,,,,,,,,,
4/8/2010,18.05,11,25.1,,,,,,,,,
4/9/2010,19.45,13.7,25.2,,,,,,,,,
4/10/2010,19.4,12,26.8,,,,,,,,,
4/11/2010,20.3,12.7,27.9,,,,,,,,,
4/12/2010,20.8,13.6,28,,,,,,,,,
4/13/2010,23.35,16.5,30.2,,,,,,,,,
4/14/2010,15.85,13.1,18.6,,,,,,,,,
4/15/2010,15.6,11.1,21.1,,,,,,,,,
4/16/2010,16.4,8.7,22.2,,,,,,,,,
4/17/2010,20.9,13.7,26.4,,,,,,,,,
4/18/2010,25.8,20.2,31.6,,,,,,,,,
4/19/2010,24.2,21.1,29.6,,,,,,,,,
4/20/2010,21.8,19.5,24.8,,,,,,,,,
4/21/2010,21.1,16.8,26.8,,,,,,,,,
4/22/2010,16.9,11.9,21,,,,,,,,,
4/23/2010,12.3,6.8,18,,,,,,,,,
4/24/2010,14.3,6.2,20.2,,,,,,,,,
4/25/2010,15.5,12.4,19.2,,,,,,,,,
4/26/2010,16.4,10.8,21.2,,,,,,,,,
4/27/2010,13.5,6.6,20.8,,,,,,,,,
4/28/2010,13.8,4,21.6,,,,,,,,,
4/29/2010,16.4,5,23,,,,,,,,,
4/30/2010,14.4,5,23.2,,,,,,,,,
5/1/2010,16.8,7.8,26,,,,,,,,,
5/2/2010,16.5,10,24.6,,,,,,,,,
5/3/2010,15.9,12,18,,,,,,,,,
5/4/2010,16.7,10.7,21,,,,,,,,,
5/5/2010,19.5,14.1,23.9,100.0,62.0,0.0,0.0,2.9,1008.718182,14071,7.627272727,30.6
5/6/2010,15.8,10.1,23.0,98.0,67.0,0.2,0.0,2.4,1012.363542,12710,7.828125,37
5/7/2010,12.1,8.3,16.6,87.0,58.0,0.0,0.0,2.0,1020.107292,8512,7.935416667,32.2
5/8/2010,10.5,4.7,17.4,93.0,45.0,0.0,0.0,2.8,1024.414583,16592,3.705208333,24.1
5/9/2010,10.6,4.1,18.4,88.0,41.0,0.0,0.0,2.7,1026.220833,16578,2.233333333,19.3
5/10/2010,10.7,4.9,18.8,86.0,42.0,0.0,0.0,2.7,1024.578125,16034,2.117708333,20.9
5/11/2010,12.5,6.5,19.8,93.0,59.0,0.0,0.0,2.6,1022.170833,15758,4.38125,27.4
5/12/2010,13.3,8.3,21.2,97.0,60.0,0.2,0.0,2.0,1019.116667,13363,2.69375,20.9
5/13/2010,14.1,7.1,22.8,97.0,54.0,0.4,0.0,2.6,1016.716667,14655,4.211458333,27.4
5/14/2010,15.7,8.1,24.3,96.0,54.0,0.2,0.0,3.3,1011.417708,15367,9.355208333,43.5
5/15/2010,17.7,12.7,24.3,95.0,61.0,0.2,0.0,2.3,1011.436458,13337,4.655208333,32.2
5/16/2010,13.1,10.3,15.3,88.0,61.0,0.0,0.0,2.2,1018.565625,9314,13.94375,33.8
5/17/2010,11.8,9.5,13.9,93.0,79.0,6.2,5.2,1.0,1016.670833,3100,11.709375,32.2
5/18/2010,15.4,12.7,18.2,95.0,85.0,3.6,10.2,1.2,1010.058333,5222,14.96458333,37
5/19/2010,16.3,14.4,19.4,98.0,84.0,0.4,0.0,1.1,1011.85625,7481,3.0625,20.9
5/20/2010,18.1,15.9,21.1,99.0,82.0,0.6,0.0,1.2,1016.563542,7738,2.4375,17.7
5/21/2010,17.8,14.9,21.2,99.0,80.0,0.4,0.0,1.1,1017.484375,6259,3.840625,24.1
5/22/2010,19.2,14.9,24.8,97.0,69.0,0.0,0.0,1.8,1013.520833,8282,9.35,30.6
5/23/2010,19.0,17.2,22.7,97.0,75.0,26.6,31.8,1.3,1010.446875,5380,9.3,33.8
5/24/2010,16.3,13.8,19.0,97.0,91.0,3.4,24.6,0.5,1007.739583,3558,4.859375,27.4
5/25/2010,14.9,11.1,19.4,97.0,63.0,0.2,0.0,1.7,1012.961458,10223,4.901041667,24.1
5/26/2010,11.8,7.4,17.7,99.0,80.0,0.4,0.0,1.5,1020.842708,10825,1.616666667,16.1
5/27/2010,14.6,9.8,20.8,97.0,72.0,0.4,0.0,1.7,1024.164583,9297,6.630208333,32.2
5/28/2010,16.1,14.8,18.4,97.0,88.0,6.0,10.2,0.6,1017.636458,3684,8.361458333,32.2
5/29/2010,15.7,14.7,17.2,100.0,95.0,28.6,40.8,0.2,1009.540625,931,7.479166667,27.4
5/30/2010,13.3,6.9,16.1,98.0,87.0,1.2,1.6,0.7,1012.252083,3534,13.72083333,41.8
5/31/2010,8.9,5.4,13.8,95.0,61.0,0.2,0.0,1.9,1025.358333,13448,6.733333333,29
