FECHA,Temp prom,TEMP.min,TEMP.MAX,Humedad  Max,Humedad min,mm,Int. Max mm/hr,ET (mm),Presion,Rad Solar,Prom,Max
12/9/2005,19.85,17.1,22.6,89,69,0.2,0,1.46,1012,6915,8,31
12/10/2005,20.25,15.8,24.7,93,29,0,0,6.46,1016,33730,12,40
12/11/2005,18.15,10.2,26.1,84,27,0,0,7.11,1016,36005,10,42
12/12/2005,21.25,13.6,28.9,84,29,14,0,6.97,1013,35315,7,29
12/13/2005,23.4,16.3,30.5,92,32,0,0,7.54,1011,34936,12,35
12/14/2005,24.3,17.3,31.3,84,30,0,0,7.04,1010,32564,11,32
12/15/2005,25.8,18.8,32.8,83,29,0,0,6.61,1006,32788,6,24
12/16/2005,24.55,20.4,28.7,87,51,0,0,3.74,1004,14519,7,34
12/17/2005,23.95,17.2,30.7,95,32,0,0,6.57,1006,32237,7,32
12/18/2005,24.4,16.1,32.7,83,30,0,0,7.99,1006,31928,12,40
12/19/2005,23.15,17.4,28.9,78,21,0,0,6.58,1009,25819,12,39
12/20/2005,22.15,13.6,30.7,87,20,0,0,7.02,1012,34085,6,26
12/21/2005,24.2,15.3,33.1,76,17,0,0,8.41,1011,33113,11,40
12/22/2005,26.05,16.2,35.9,74,21,0,0,7.9,1008,33112,7,29
12/23/2005,27.9,22.7,33.1,77,37,0,0,5.69,1006,17584,11,40
12/24/2005,22.95,16.3,29.6,87,19,0,0,8.73,1014,35572,13,39
12/25/2005,21.3,12.9,29.7,80,16,0,0,7.79,1017,35906,8,37
12/26/2005,23.8,14.8,32.8,77,13,0,0,7.96,1015,34206,7,32
12/27/2005,24.4,15.4,33.4,71,12,0,0,8.83,1011,34089,11,37
12/28/2005,26.8,17.8,35.8,78,24,0,0,7.49,1009,33993,9,35
12/29/2005,29.1,21.6,36.6,64,19,0,0,8.13,1006,32784,8,29
12/30/2005,29.25,22.5,36,0,0,0,0,0,0,0,0,0
12/31/2005,29,23,35,0,0,0,0,0,0,0,0,0
1/1/2006,29.25,24.5,34,0,0,0,0,0,0,0,0,0
1/2/2006,27.8,20.4,35.2,80,16,0,0,7.16,1008,33433,7,26
1/3/2006,27.35,20.3,34.4,74,27,0,0,6.2,1009,27601,6,34
1/4/2006,25.4,17.6,33.2,83,19,0,0,7.4,1008,32033,8,26
1/5/2006,24.95,15.8,34.1,69,18,0,0,7.14,1007,31287,6,26
1/6/2006,27.65,18.4,36.9,73,20,0,0,7.97,1007,32348,8,31
1/7/2006,29.6,19.8,39.4,79,19,0,0,10.85,1006,30832,14,47
1/8/2006,32.3,24,40.6,73,21,0,0,8.38,1004,29245,17,48
1/9/2006,31.75,23.2,40.3,68,25,0,0,11.39,1005,30978,22,47
1/10/2006,32.4,24.4,40.4,79,25,0,0,7.36,1006,26588,15,48
1/11/2006,30.5,24.7,36.3,78,33,0,0,12,1010,16271,16,50
1/12/2006,30.6,22.1,39.1,92,28,13.8,51,6.76,1009,23838,16,71
1/13/2006,27.15,21.6,32.7,96,53,57.8,80.6,3.19,1012,16253,12,53
1/14/2006,29.3,23.7,34.9,94,43,4.8,16,6.46,1010,27322,13,34
1/15/2006,30.35,24.4,36.3,88,40,0,0,7.47,1006,30876,12,37
1/16/2006,24.4,19.6,29.2,91,63,7.6,29.6,2.39,1011,8488,14,45
1/17/2006,21.05,14.7,27.4,83,21,0,0,7.41,1019,34627,9,42
1/18/2006,20.55,12.4,28.7,89,31,0,0,6.9,1015,33861,9,34
1/19/2006,23.1,16.8,29.4,91,49,0,0,4.5,1008,22978,5,21
1/20/2006,26.85,20.3,33.4,93,42,0,0,4.88,1006,24527,6,26
1/21/2006,25.4,20.1,30.7,92,41,0,0,5.31,1010,25411,7,31
1/22/2006,24.4,18.7,30.1,89,43,0,0,5.16,1011,24463,7,27
1/23/2006,26.4,21.6,31.2,87,46,0,0,5.74,1008,25596,10,31
1/24/2006,26.85,20.9,32.8,91,42,0,0,5.88,1005,29536,9,32
1/25/2006,24.25,18.8,29.7,93,45,11.2,104.8,6.32,1008,27778,14,44
1/26/2006,23.95,17.6,30.3,93,28,0,0,6.02,1014,32152,8,29
1/27/2006,23.85,15.8,31.9,82,33,0,0,6.35,1013,63047,7,29
1/28/2006,26.95,19,34.9,84,27,0,0,5.97,1011,31156,4,29
1/29/2006,28.4,20.2,36.6,82,25,0,0,6.91,1007,31228,6,23
1/30/2006,28.2,20.1,36.3,82,25,0,0,6.33,1007,26332,6,32
1/31/2006,25.35,16.5,34.2,88,22,0,0,6.87,1011,31344,10,35
2/1/2006,26.15,17.6,34.7,83,27,0,0,6.23,1010,26629,8,27
2/2/2006,28.6,19.3,37.9,82,22,0,0,7.48,1008,29136,10,35
2/3/2006,26.1,23.1,29.1,77,52,0,0,4.27,1007,14544,10,40
2/4/2006,23,20.6,25.4,94,72,13.2,9.4,1.08,1006,1894,8,42
2/5/2006,26.25,19.8,32.7,96,53,0,,4.32,1005,23848,5,34
2/6/2006,26,21.5,30.5,89,28,0,,6.88,1007,28604,9,32
2/7/2006,23.3,16.6,30,77,26,0,,6.87,1008,31338,6,27
2/8/2006,25.1,19,31.2,75,27,0,,6.23,1009,28423,6,24
2/9/2006,24.25,17.1,31.4,81,25,0,,7.37,1013,31115,9,34
2/10/2006,22.95,14.8,31.1,88,27,0,,6.12,1016,27903,8,24
2/11/2006,22.9,15.8,30,88,26,0,,5.92,1014,28255,6,27
2/12/2006,23.45,16.1,30.8,84,27,0,,6.45,1012,28516,7,32
2/13/2006,23.7,16.8,30.6,88,22,0,,6.77,1014,29266,7,32
2/14/2006,25.05,16,34.1,77,21,0,,7.26,1012,28343,7,39
2/15/2006,27.05,18.9,35.2,76,22,0,,6.66,1009,25456,8,32
2/16/2006,28.1,21.4,34.8,86,34,0,,5.07,1008,19245,9,40
2/17/2006,26.75,18.6,34.9,89,27,0,,6,1010,28003,4,21
2/18/2006,29.3,22.1,36.5,80,21,0,,6.95,1010,28054,8,31
2/19/2006,27.85,19.9,35.8,79,30,0,,7.31,1012,29950,11,31
2/20/2006,29.05,22.3,35.8,87,27,0,,6.68,1009,28083,10,32
2/21/2006,27.55,20.1,35,90,28,0,,5.67,1005,25576,7,31
2/22/2006,27.4,19.4,35.4,73,25,0,,6.87,1003,28324,7,31
2/23/2006,23.3,19.6,27,94,50,4.6,8.2,2.28,1003,8170,5,37
2/24/2006,18.9,15.4,22.4,94,61,0.6,9.8,3.26,1003,13482,18,34
2/25/2006,23.35,18.6,28.1,94,42,0.8,,4.66,1008,18383,14,34
2/26/2006,23.55,16,31.1,94,27,0,,5.9,1008,28672,6,29
2/27/2006,24.7,17.2,32.2,84,35,0,,5.65,1008,23091,8,31
2/28/2006,26.25,18.9,33.6,85,29,0.4,,3.96,1009,15880,11,58
3/1/2006,23.55,16.2,30.9,92,38,0,,4.38,1009,18777,8,34
3/2/2006,24.5,21.1,27.9,91,65,0.4,0.8,2.36,1010,9073,8,32
3/3/2006,24.95,19.8,30.1,95,54,2.8,32,3.25,1008,13814,9,31
3/4/2006,22.4,17.9,26.9,92,34,0,,6.57,1010,27517,18,40
3/5/2006,19.85,12.1,27.6,94,37,0,,5.11,1012,26395,6,26
3/6/2006,22.3,14.1,30.5,94,27,0,,5.19,1009,27165,4,21
3/7/2006,25.05,15.3,34.8,82,17,0,,6.5,1005,27326,6,29
3/8/2006,23,16.1,29.9,80,32,1.6,13.8,2.96,1004,11596,4,27
3/9/2006,26.9,20,33.8,87,19,0,,6.88,1006,25765,10,34
3/10/2006,21.25,13.1,29.4,81,22,0,,6.18,1013,26856,8,48
3/11/2006,21.8,12.1,31.5,83,22,0.2,,5.88,1012,21885,10,39
3/12/2006,25.55,16.9,34.2,74,21,0,,6.04,1010,24477,7,40
3/13/2006,26.45,16.8,36.1,74,27,0,,6.03,1007,22426,9,34
3/14/2006,26.25,21.4,31.1,85,35,0.4,1,4.58,1009,14225,12,47
3/15/2006,26.95,20,33.9,93,37,0,,4.76,1008,21767,6,24
3/16/2006,31.4,23.8,39,79,24,0,,7.35,1006,20240,14,50
3/17/2006,28.45,22.1,34.8,92,41,5.4,50.8,4.79,1006,14709,14,42
3/18/2006,23.8,18.9,28.7,91,38,0,,5.09,1013,23324,13,39
3/19/2006,24.2,16.8,31.6,92,40,0,,3.91,1009,18571,5,26
3/20/2006,25.85,18.6,33.1,95,30,0,,4.8,1010,22363,4,26
3/21/2006,25.1,18.4,31.8,92,28,0,,6.28,1013,23776,13,39
3/22/2006,25,17.1,32.9,89,36,0,,4.46,1011,17425,10,32
3/23/2006,28.45,23.2,33.7,92,28,0,,4.96,1007,17984,9,32
3/24/2006,25.85,19.1,32.6,94,29,0,,5.77,1007,21920,9,37
3/25/2006,20,14.6,25.4,82,21,0,,5.9,1017,20830,16,40
3/26/2006,18.95,10.2,27.7,88,17,0,,5.75,1018,22278,9,37
3/27/2006,23.2,14.8,31.6,75,24,0,,5.21,1014,21001,8,37
3/28/2006,21,15.6,26.4,78,37,0,,3.38,1013,9684,10,34
3/29/2006,17.75,11.4,24.1,80,24,0,,4.65,1014,20972,8,37
3/30/2006,18.7,9.2,28.2,85,21,0,,4.77,1013,21370,6,27
3/31/2006,21.35,12.7,30,75,24,0,,4.72,1015,20037,7,26
4/1/2006,24.8,16.8,32.8,79,22,0,,4.43,1016,17240,5,29
4/2/2006,24.2,18.3,30.1,91,43,0,,3.63,1016,11101,11,31
4/3/2006,23.2,19.6,26.8,81,54,0,,1.25,1015,4218,19,40
4/4/2006,25,19.8,30.2,81,39,0,,3.81,1012,11645,9,37
4/5/2006,26.35,19.1,33.6,84,29,0,,4.78,1010,17688,7,31
4/6/2006,24.85,17.4,32.3,94,32,0,,3.22,1012,13464,5,23
4/7/2006,23.15,16.7,29.6,91,46,0,,3.64,1012,15834,7,26
4/8/2006,24.05,17.3,30.8,93,28,0,,4.09,1011,16098,6,24
4/9/2006,24.85,19.4,30.3,91,38,8.6,1645.8,2.29,1009,8256,8,32
4/10/2006,20.9,14.9,26.9,93,47,0,,3.8,1009,18537,7,34
4/11/2006,20.45,13.4,27.5,92,42,0,,3.97,1008,18843,6,26
4/12/2006,20.45,12.2,28.7,79,22,0,,4.43,1008,19913,4,24
4/13/2006,21.65,13.3,30,92,23,0,,4.38,1009,19927,5,32
4/14/2006,24,17.4,30.6,92,22,5.4,14.4,4.55,1007,12351,8,34
4/15/2006,16.2,11.8,20.6,93,37,4.4,1440,3.84,1018,16589,14,34
4/16/2006,14.15,8.3,20,74,28,0,,5.08,1028,20824,13,39
4/17/2006,12.9,5.4,20.4,84,21,0,,3.67,1027,20687,4,26
4/18/2006,15.25,6.1,24.4,87,24,0,,5.07,1018,19410,11,37
4/19/2006,20.55,12.7,28.4,87,29,0,,5.68,1013,16453,17,48
4/20/2006,21.2,15.1,27.3,90,48,9.4,62.6,3.32,1009,6530,16,56
4/21/2006,15.75,9.7,21.8,94,27,19.6,69.8,4,1014,19285,11,45
4/22/2006,16.45,7.8,25.1,88,23,0,,4.72,1012,19058,8,44
4/23/2006,18.7,11,26.4,86,20,0,,4.08,1013,19021,4,24
4/24/2006,19.6,10.2,29,79,36,0,,4.53,1012,17841,8,32
4/25/2006,21.25,18.1,24.4,94,67,12.2,7.6,1.62,1011,6877,7,45
4/26/2006,19.85,15.3,24.4,91,54,0,,2.57,1016,13937,5,26
4/27/2006,18.8,11.8,25.8,97,50,0.2,,2.26,1016,13769,2,16
4/28/2006,19.8,12.9,26.7,93,38,0.2,,3.99,1013,18135,8,29
4/29/2006,17.95,12.7,23.2,91,58,0.2,,2.01,1012,8217,8,50
4/30/2006,13.7,7.8,19.6,88,28,0,,4.33,1018,17989,13,37
5/1/2006,11.1,6,16.2,88,51,0,,3.01,1021,12631,13,39
5/2/2006,12,6,18,95,50,0,,2.96,1023,15933,10,34
5/3/2006,13.25,6.1,20.4,96,46,0,,2.33,1022,15130,2,15
5/4/2006,26.8,20.6,33,73,0,0,,3.9,,0,0,0
5/5/2006,25.5,17.8,33.2,73,0,0,,3.9,,0,0,0
5/6/2006,23.6,17.6,29.6,79,0,0,,3.1,,0,0,0
5/7/2006,24.6,18,31.2,70,0,0,,3.8,,0,0,0
5/8/2006,23.6,17.2,30,76,0,0,,2.8,,0,0,0
5/9/2006,22.45,17.1,27.8,78,15.6,15.6,15.6,2.9,,16,16,16
5/10/2006,19.9,13.2,26.6,79,0,0,,2.7,,0,0,0
5/11/2006,20.45,12.4,28.5,70,0,0,,2.9,,0,0,0
5/12/2006,19.8,10.6,29,67,0,0,,3.1,,0,0,0
5/13/2006,21.7,14.2,29.2,63,0,0,,3.5,,0,0,0
5/14/2006,17.95,15.1,20.8,93,0.6,0.6,0.6,1.3,,1,1,1
5/15/2006,15.7,10.4,21,78,4.5,4.5,4.5,2.6,,5,5,5
5/16/2006,12.7,5.2,20.2,69,0,0,,2.4,,0,0,0
5/17/2006,12.65,4.9,20.4,66,0,0,,2.2,,0,0,0
5/18/2006,15.05,6.4,23.7,69,0,0,,2.8,,0,0,0
5/19/2006,21.4,14.8,28,69,0,0,,3.4,,0,0,0
5/20/2006,20.4,15,25.8,75,0,0,,2.5,,0,0,0
5/21/2006,17.9,12.8,23,70,31.2,31.2,31.2,2.3,,31,31,31
5/22/2006,16.3,7.2,25.4,69,0,0,,2.3,,0,0,0
5/23/2006,19.1,12,26.2,65,0,0,,2.6,,0,0,0
5/24/2006,10.85,1.6,20.1,89,30,0,,2.6,,0,0,0
5/25/2006,15.15,7.6,22.7,94,56,0,,2.86,,0,0,0
5/26/2006,17.2,11.7,22.7,92,64,1.54,,1.54,,0,0,0
5/27/2006,22.4,17.2,27.6,90,59,0,,2.33,1011,9106,7,31
5/28/2006,15.5,9.4,21.6,79,29,0.2,,3.11,1017,14095,5,27
5/29/2006,14.85,11.9,17.8,91,61,0,,1.22,1013,4555,7,31
5/30/2006,13.75,11.9,15.6,95,87,39,40,0.41,,39,40,41
5/31/2006,14,10.6,17.4,94,70,0,,1.17,1018,7952,0,0
6/1/2006,12.6,8.5,16.7,94,71,0.2,,1.88,1019,9670,8,42
6/2/2006,13.75,12.6,14.9,95,75,76,76,0.72,,76,76,76
6/3/2006,15.95,13.9,18,96,92,22,22,0.46,,22,22,22
6/4/2006,12.5,8.9,16.1,95,53,0,,2.49,,0,0,0
6/5/2006,13,7.4,18.6,94,57,0,,2.21,,0,0,0
6/6/2006,13.8,7.4,20.2,94,73,0,,1.83,,0,0,0
6/7/2006,21,15.9,26.1,94,71,0,,2.52,1010,11254,12,37
6/8/2006,22.95,19,26.9,85,55,0,,4.14,1008,12580,21,53
6/9/2006,17.7,13.8,21.6,95,65,22.6,89.4,1.32,1010,2831,12,42
6/10/2006,11,7.6,14.4,91,60,0,1,2.32,,0,1,2
6/11/2006,8.05,2.7,13.4,91,53,0,,2.07,1023,14042,3,18
6/12/2006,9.5,3.3,15.7,92,62,0,,2.27,1020,14100,7,29
6/13/2006,13.15,7.1,19.2,93,67,0,,1.28,1016,6432,4,16
6/14/2006,20,14.8,25.2,92,69,0,,1.81,1014,10066,3,18
6/15/2006,15.3,11.5,19.1,94,40,0,,1.98,1018,10013,6,27
6/16/2006,12.4,9.4,15.4,87,50,0,,1.92,1022,8537,8,37
6/17/2006,13,8.9,17.1,89,70,1,6.4,2.06,1019,8230,14,31
6/18/2006,17,11.1,22.9,95,68,0,,1.85,1016,12145,1,21
6/19/2006,20,15.2,24.8,91,64,0,,2.77,1009,12482,8,40
6/20/2006,19.1,16.4,21.8,92,30,0,,2.47,1010,9411,5,34
6/21/2006,14.7,10.2,19.2,76,34,1.4,28.6,2.6,1018,11088,6,35
6/22/2006,11.5,3.4,19.6,92,40,0,,2.52,1019,13377,5,21
6/23/2006,14.15,7.6,20.7,88,36,0,,3.16,1018,12654,8,37
6/24/2006,19.5,13.8,25.2,92,62,0.6,1.6,1.75,1010,6060,11,35
6/25/2006,15.9,11.2,20.6,95,71,55.8,120,1.13,1007,1752,18,44
6/26/2006,10.6,8.8,12.4,89,75,0.2,,1.34,1015,3711,16,42
6/27/2006,9.45,4.9,14,96,65,0,,1.37,1025,10170,4,18
6/28/2006,10.45,6,14.9,93,60,0.2,,1.51,1027,9067,5,34
6/29/2006,11.65,6.2,17.1,92,65,0,,2.31,1023,13361,8,26
6/30/2006,14,8.2,19.8,93,62,0,,2.03,1020,11959,7,21
7/1/2006,16.3,10.7,21.9,92,57,0,,2.11,1020,13021,3,18
7/2/2006,15.55,9.3,21.8,96,67,0.2,,1.99,1021,12892,3,21
7/3/2006,14.3,11,17.6,97,91,0.4,,0.65,1019,4349,8,23
7/4/2006,17.95,11.9,24,97,69,0,,2,1018,11875,4,23
7/5/2006,18.55,13.1,24,97,64,0.4,,2.27,1017,13089,4,24
7/6/2006,20.1,14.9,25.3,92,66,0,,2.56,1014,11163,9,34
7/7/2006,19.65,14.2,25.1,90,63,0,,2.93,1008,10264,13,44
7/8/2006,18.6,11.5,25.7,91,60,4.2,68.2,2.39,1003,10825,10,63
7/9/2006,11.2,6.2,16.2,94,36,0.2,,2.59,1014,14317,9,37
7/10/2006,10.6,3.6,17.6,92,36,0,,2.62,1015,13922,7,26
7/11/2006,14.3,7.8,20.8,87,75,0.4,12.8,1.67,1007,5842,14,44
7/12/2006,23.7,20.4,27,86,65,0,,3.14,1004,8396,19,50
7/13/2006,16.35,11.5,21.2,93,68,1.8,26.4,1.29,1014,4334,13,50
7/14/2006,12.35,10.9,13.8,88,70,0,,1.35,1025,4730,12,37
7/15/2006,13.3,8.8,17.8,88,71,0,,2.35,1025,9474,13,45
7/16/2006,16,13.6,18.4,97,86,0.2,,0.77,1020,3831,7,24
7/17/2006,17.95,14.4,21.5,98,81,0.2,,0.94,1020,6499,0,8
7/18/2006,19.2,13.1,25.3,98,54,0.4,,2.14,1015,13447,0,2
7/19/2006,17.7,13.2,22.2,94,34,0,,2.15,1015,13387,0,0
7/20/2006,17.6,10,25.2,92,53,0,,2.22,1011,14063,0,0
7/21/2006,20.15,13.8,26.5,91,50,0,,2.27,1007,13764,0,0
7/22/2006,21.65,15.6,27.7,91,44,0,,2.37,1004,12949,0,0
7/23/2006,14.2,10.1,18.3,85,49,0,,1.99,1013,12318,0,0
7/24/2006,13.4,7.8,19,90,73,0,,1.69,1012,10964,0,0
7/25/2006,19.4,15.6,23.2,96,79,0,,1.11,1007,7433,0,0
7/26/2006,20.15,17.3,23,97,69,6.8,74.4,1.74,1004,5765,11,53
7/27/2006,16.95,10.8,23.1,93,69,0,,2.24,1005,10848,11,42
7/28/2006,10.25,3.2,17.3,91,26,0,,4.13,1016,15961,16,45
7/29/2006,7,3.2,10.8,90,46,0,,2.56,1024,13391,15,35
7/30/2006,4.65,-1.5,10.8,91,46,0,,2.27,1028,14658,8,29
7/31/2006,4.2,-2.4,10.8,93,37,0,,2.2,1028,16379,2,18
8/1/2006,6.45,-0.2,13.1,86,39,0,,2.27,1028,16425,2,23
8/2/2006,6.8,-0.3,13.9,87,44,0,1,2.08,1025,14658,6,29
8/3/2006,8.8,0.8,16.7,83,0,0,,1,,0,10,0
8/4/2006,10.8,2.1,19.4,85,0,0,,1,,0,9,0
8/5/2006,11.7,7.2,17.6,90,0,0,,1,,0,1,0
8/6/2006,16.7,10,23.6,87,0,0,,1.5,,0,6,0
8/7/2006,19.0,15,22.1,90,0,0,,1.4,,0,1,0
8/8/2006,21.7,17.7,26.1,89,53,0.6,3.4,1.67,1003,95421,4,29
8/9/2006,15.9,12.4,18.4,98,82,21.8,74.4,0.71,1005,47178,9,40
8/10/2006,8.9,4.3,17.4,95,31,0.2,,2.9,1016,16685,5,31
8/11/2006,14.0,6.7,20.4,94,73,0,,1.43,1008,7473,5,21
8/12/2006,18.2,13.4,24.9,97,76,0.2,,1.85,1006,9125,9,34
8/13/2006,19.1,15.1,24.2,94,71,0,,2.91,1006,13557,16,35
8/14/2006,17.5,12.9,22.1,95,79,0,,1.25,1005,4107,14,39
8/15/2006,12.6,7.7,17.8,67.57,,0,,2.04,,0,13,0
8/16/2006,10.7,4.9,15.6,73.54,,0,,1.9,,0,10,0
8/17/2006,6.8,1.6,12.9,81.75,,0,,1.61,,0,6,0
8/18/2006,8.8,4.9,12.9,88.75,,0,,0.66,,0,4,0
8/19/2006,10.8,4.1,17.3,85.88,,0,,0.67,,0,7,0
8/20/2006,8.3,6.6,12,81.63,,0,,0.67,,0,16,0
8/21/2006,9.7,3,13.9,52.67,,0,,1.46,,0,2,0
8/22/2006,10.4,0.6,20.3,59.32,,0,,2.03,,0,5,0
8/23/2006,14.6,5.7,25.2,58.61,,0,,2.41,,0,1,0
8/24/2006,15.2,6.5,25.6,64.26,,0,,2.42,,0,5,0
8/25/2006,18.4,8.1,30.1,60.51,,5,,2.77,,0,4,0
8/26/2006,11.4,3.98,19.18,49.23,,0,,1.8,,0,3,0
8/27/2006,13.4,5.06,21.65,58.11,,0,,1.93,,0,2,0
8/28/2006,13.7,7.9,17.3,42.16,,0,,2.28,,0,0,0
8/29/2006,10.2,1.5,18.8,60.99,,0,,2.21,,0,0,0
8/30/2006,11.3,2.4,18.9,71.53,,3.6,3.6,2.23,,0,0,0
8/31/2006,14.9,9.5,21.2,77.21,,0,,2.71,,0,0,0
9/1/2006,14.1,9.4,20.9,86.84,,36,36,2.23,,0,3,0
9/2/2006,8.5,5,12.6,84.24,,0,,2.01,,0,19,0
9/3/2006,8.2,3.2,14.3,66.02,,0,,2.14,,0,11,0
9/4/2006,6.5,1.9,11.5,69.91,,0,,2.07,,0,11,0
9/5/2006,7.8,-0.4,14.5,63.84,,0,,2.26,,0,1,0
9/6/2006,9.2,0,17.8,64.39,,0,,2.3,,0,9,0
9/7/2006,12.7,4.3,21.6,65.47,,0,,2.63,,0,5,0
9/8/2006,15.5,8.4,24.1,69.72,,0,,2.95,,0,3,0
9/9/2006,15.7,8.6,22.4,63.31,,0,,2.97,,0,3,0
9/10/2006,16.7,6.6,26,66.59,,0,,2.8,,0,14,0
9/11/2006,22.9,16.4,31.8,70.43,,0,,3.35,,0,16,0
9/12/2006,16.9,14.8,20.4,56.28,,0,,2.66,,0,20,0
9/13/2006,14.2,12.5,15.8,64.45,,0,,2.59,,0,17,0
9/14/2006,14.9,12.2,17.9,82.97,,0,,2.68,,0,14,0
9/15/2006,15.3,9.5,22,61.01,,0,,3.01,,0,7,0
9/16/2006,13.4,2.2,22.3,51.94,,0,,3.03,,0,3,0
9/17/2006,13.3,3.5,23.3,60.32,,0,,3.03,,0,3,0
9/18/2006,15.6,4.3,26.1,58.31,,0,,3.28,,0,3,0
9/19/2006,19.3,9.7,29.2,65.25,,3,3,3.32,,0,10,0
9/20/2006,18.3,13.5,23.6,71.77,,0,,3.25,,0,12,0
9/21/2006,15.4,8.2,23.6,76.89,,0,,3.23,,0,6,0
9/22/2006,19.2,10.8,28.1,68.83,,0,,3.49,,0,11,0
9/23/2006,15.9,11.4,20.4,74,,0,,2.64,,0,11,0
9/24/2006,11.9,4.2,19.6,75,,0,,2.6,,0,10,0
9/25/2006,16.7,6.8,24,67,,0,,3.9,,0,11,0
9/26/2006,20.7,11.2,28.9,62,,0,,4.7,,0,11,0
9/27/2006,18.0,15.1,22.2,94,58,14.2,22.1,1.34,1012,4127,6,26
9/28/2006,17.5,10.5,23.1,90,29,0,,5.6,1017,23663,17,35
9/29/2006,13.7,6.9,22.1,95,30,0,,4.8,1017,25683,10,34
9/30/2006,17.6,8.5,27,92,46,0,,4.86,1013,25298,9,27
10/1/2006,21.3,14.2,30.7,92,46,4.57,31.2,3.99,1008,20169,8,37
10/2/2006,22.8,16.8,30,95,42,0,1,5.2,1008,23551,11,35
10/3/2006,23.1,16.5,30.2,92,48,0,,4.31,1005,17954,10,34
10/4/2006,24.2,18.8,30.1,93,51,5,6,6.1,1001,22574,18,55
10/5/2006,16.5,10.7,20.7,95,33,27.17,23.9,5.36,1011,23704,19,52
10/6/2006,14.3,6.2,21.9,88,29,0,,5.51,1014,27524,9,35
10/7/2006,16.5,10.2,23.6,88,36,0,,5.25,1014,26921,6,27
10/8/2006,16.4,8.6,24.6,92,32,0,,4.76,1015,26929,7,35
10/9/2006,18.0,8.5,27.5,0,0,0,,0,0,0,0,0
10/10/2006,23.0,16.4,29.6,0,0,10,10,0,0,0,0,0
10/11/2006,21.2,16.8,27.1,92,52,0,,4.6,1011,24364,9,32
10/12/2006,20.1,13.8,27.5,92,54,0,,4.47,1009,23226,11,31
10/13/2006,23.3,17,30.2,93,45,0,,6.01,1006,26683,14,37
10/14/2006,20.8,18.4,28.6,94,60,22.32,96.3,2.19,1004,6897,16,60
10/15/2006,19.0,13.7,23.2,94,41,0,,5.41,1014,23315,18,42
10/16/2006,16.6,9.3,24.2,89,32,0,,5.63,1018,29348,7,34
10/17/2006,18.5,9.9,26.8,91,31,0,,5.92,1015,26565,12,31
10/18/2006,19.6,14.3,26.4,87,36,0,,6.58,1013,28635,15,37
10/19/2006,17.9,11.8,24.3,92,40,0,,6.26,1015,28780,16,40
10/20/2006,17.7,10.3,25.9,92,28,0,,6.13,1018,29649,10,29
10/21/2006,19.2,9.3,28.7,91,24,0,,5.36,1017,30201,3,26
10/22/2006,22.2,11.2,30.8,89,26,0,,6,1014,29765,4,27
10/23/2006,22.9,13.6,31.8,88,20,0,,6.82,1012,29860,7,35
10/24/2006,25.7,16.9,34.3,89,27,0,,8.01,1009,27970,14,52
10/25/2006,26.0,18.6,34.4,84,36,0,,6.03,1009,25011,10,44
10/26/2006,20.3,15.2,26.6,87,30,0,,7.2,1014,29462,21,47
10/27/2006,17.4,13.6,22.4,89,51,6.35,57.7,3.41,1009,9508,18,40
10/28/2006,22.5,14.6,30.7,91,43,0,,5.8,1008,24925,13,32
10/29/2006,20.4,18.4,23.3,96,59,83.07,166.4,0.96,1005,1185,13,53
10/30/2006,22.4,18.1,28.4,95,57,0,0,4.24,1006,23578,9,27
10/31/2006,21.7,19.1,25.8,95,66,30.49,286.8,3.68,1008,14795,20,45
11/1/2006,21.2,17.1,26.5,94,49,1.27,5.3,6.12,1010,30603,15,39
11/2/2006,21.4,14.9,28.3,92,32,0,,5.77,1009,31461,6,26
11/3/2006,21.0,17.1,26.9,85,39,0.25,,5.06,1012,20249,12,42
11/4/2006,19.1,12.2,25.6,89,48,0,,6.46,1013,30293,18,39
11/5/2006,19.6,15.1,22.8,95,76,44,45,1.45,1003,5235,15,47
11/6/2006,20.6,16.6,25.9,95,34,0.5,,6.59,1006,30914,20,52
11/7/2006,16.2,11.9,20.6,82,36,0,,6.54,1018,32654,14,34
11/8/2006,15.1,8.1,22.2,88,28,0,,6.44,1018,33042,11,31
11/9/2006,17.1,9.5,25.3,87,24,0,,6.07,1016,32760,6,44
11/10/2006,20.2,12.4,26.6,77,27,0,,6.1,1016,32046,3,26
11/11/2006,20.6,13.4,27.7,92,36,0,,5.56,1016,32282,4,23
11/12/2006,21.2,14.9,27.8,87,35,0,,6.97,1015,32333,12,32
11/13/2006,23.3,15.2,31.2,88,32,0,,8.3,1014,31810,15,50
11/14/2006,24.0,15.1,32,83,31,0,,8.33,1009,31496,14,52
11/15/2006,25.5,17.4,33.3,84,32,0,,7.69,1003,28233,14,47
11/16/2006,19.2,16.5,24.7,96,56,26.5,26.5,1.89,1006,5033,20,61
11/17/2006,17.4,15.8,21.7,94,79,2.7,2.7,2.03,1010,8642,22,50
11/18/2006,18.3,14.1,22.8,90,60,0,,4.94,1014,21154,23,44
11/19/2006,18.3,12.9,24.4,86,35,0,,7.28,1018,33380,18,39
11/20/2006,18.2,10,25.4,89,34,0,,5.98,1015,34181,6,32
11/21/2006,21.6,13.1,29.4,93,28,0,,5.7,1011,32082,3,24
11/22/2006,24.4,16.1,31.6,88,31,0,,6.07,1010,32440,3,23
